                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                 3.1551,                 3.2902,                 3.6716,                0.00167,                0.26087,                0.00143,                0.00031,                 3.0729,                 4.1458,                 4.2504,               0.001357,               0.001357,               0.001357
                     14,                 2.9778,                 3.2249,                 3.6104,                0.00167,                0.26087,                0.00118,                0.00023,                 3.0305,                 4.2004,                 4.1651,              0.0014464,              0.0014464,              0.0014464
                     15,                 2.9634,                 3.1707,                 3.5325,                 0.0025,                 0.3913,                0.00266,                0.00042,                 2.9654,                 4.2212,                 4.0127,              0.0015333,              0.0015333,              0.0015333
                     16,                 2.9402,                 3.1879,                 3.4888,                0.00141,                0.21739,                 0.0011,                 0.0002,                 3.0752,                  4.232,                 4.1014,              0.0016179,              0.0016179,              0.0016179
                     17,                 2.9275,                 3.1521,                 3.4783,                0.00143,                0.17391,                0.00228,                 0.0003,                 3.1783,                 4.2342,                 4.1221,              0.0016832,              0.0016832,              0.0016832
                     18,                 2.8408,                 3.1047,                 3.3793,                0.00121,                0.13043,                0.00089,                0.00014,                 3.1804,                 3.9779,                 4.1089,              0.0016832,              0.0016832,              0.0016832
                     19,                  2.906,                 3.1279,                 3.4069,                0.00121,                0.13043,                0.00089,                0.00014,                 3.1444,                 4.0153,                 4.2908,              0.0016634,              0.0016634,              0.0016634
                     20,                 2.9447,                  3.199,                 3.4007,                0.00439,                0.17391,                0.00345,                0.00047,                 3.1162,                 3.9858,                 4.2217,              0.0016436,              0.0016436,              0.0016436
                     21,                 2.8026,                 3.1347,                 3.3197,                0.00579,                 0.3913,                0.04736,                0.00804,                 3.1245,                 3.9079,                 4.1205,              0.0016238,              0.0016238,              0.0016238
                     22,                 2.8395,                 3.1541,                 3.3118,                 0.0052,                0.78261,                0.05042,                0.00873,                 2.7973,                 3.4646,                 3.4774,               0.001604,               0.001604,               0.001604
                     23,                 2.7662,                 3.0788,                 3.2303,                0.11698,                0.47826,                  0.137,                0.02263,                 2.6597,                 3.3597,                 3.3362,              0.0015842,              0.0015842,              0.0015842
                     24,                 2.7679,                 3.1585,                 3.2646,                0.06173,                0.30435,                 0.0777,                0.01354,                  2.479,                 3.3786,                 3.1892,              0.0015644,              0.0015644,              0.0015644
                     25,                 2.8131,                 3.1132,                 3.2312,                0.12305,                0.17391,                0.11014,                0.01994,                 2.4905,                 3.2674,                 3.1659,              0.0015446,              0.0015446,              0.0015446
                     26,                 2.7334,                 3.0544,                 3.1766,                0.07944,                0.13043,                0.07939,                0.01954,                 2.3244,                 3.4373,                 2.9618,              0.0015248,              0.0015248,              0.0015248
                     27,                 2.7212,                 3.0704,                 3.1702,                0.05625,                0.08696,                0.03277,                 0.0102,                 2.2542,                 3.6839,                 2.9497,               0.001505,               0.001505,               0.001505
                     28,                 2.7186,                 3.0442,                 3.1342,                0.34729,                0.04348,                0.05018,                0.01642,                 2.3512,                 3.6301,                  2.972,              0.0014852,              0.0014852,              0.0014852
                     29,                 2.7298,                 2.9968,                 3.1371,                0.37077,                0.04348,                0.04749,                0.00981,                 2.4773,                 3.6931,                 3.0238,              0.0014654,              0.0014654,              0.0014654
                     30,                 2.7488,                 3.0799,                 3.1563,                0.02162,                0.30435,                 0.0272,                0.00872,                 2.6144,                 3.6587,                 3.1715,              0.0014456,              0.0014456,              0.0014456
                     31,                 2.6812,                 3.0195,                 3.1259,                0.08705,                0.26087,                0.05616,                0.01622,                 2.6231,                 3.3715,                 3.1509,              0.0014258,              0.0014258,              0.0014258
                     32,                 2.6069,                 2.9632,                 3.0399,                0.18016,                0.21739,                 0.1229,                0.03858,                 2.8981,                 3.3068,                  3.333,               0.001406,               0.001406,               0.001406
                     33,                 2.6181,                 2.9529,                 3.0497,                0.21566,                0.30435,                0.14306,                 0.0371,                 3.1435,                 4.4185,                   3.69,              0.0013862,              0.0013862,              0.0013862
                     34,                 2.7372,                 3.0588,                 3.0827,                0.22061,                0.17391,                0.08971,                0.01193,                 3.3368,                 17.123,                 3.9689,              0.0013664,              0.0013664,              0.0013664
                     35,                 2.6934,                 2.9452,                 3.0703,                0.13617,                0.17391,                0.05416,                0.00977,                 3.0124,                 4.6233,                 3.4711,              0.0013466,              0.0013466,              0.0013466
                     36,                 2.5767,                 2.9702,                 3.0017,                0.22138,                0.34783,                0.23471,                0.04893,                 2.4591,                 2.9429,                 3.0525,              0.0013268,              0.0013268,              0.0013268
                     37,                 2.5419,                 3.0079,                 3.0221,                 0.1018,                 0.3913,                0.09266,                0.02489,                 2.3369,                 3.0132,                 2.9749,               0.001307,               0.001307,               0.001307
                     38,                 2.7201,                 3.0014,                 3.0416,                0.11866,                0.30435,                0.12351,                 0.0316,                 2.3395,                 2.9896,                 2.8858,              0.0012872,              0.0012872,              0.0012872
                     39,                 2.6163,                 2.9632,                 3.0083,                0.26415,                0.34783,                0.19705,                0.04932,                  2.351,                  2.941,                  2.882,              0.0012674,              0.0012674,              0.0012674
                     40,                 2.6402,                 2.9468,                 3.0261,                0.15076,                0.26087,                0.11065,                0.03024,                 2.4463,                 2.8971,                 2.9586,              0.0012476,              0.0012476,              0.0012476
                     41,                 2.5661,                 2.9428,                 2.9491,                0.08347,                0.13068,                0.10005,                0.02761,                 2.4341,                 3.0025,                 2.9817,              0.0012278,              0.0012278,              0.0012278
                     42,                 2.5397,                 2.8769,                 2.9472,                0.17449,                0.30435,                0.10773,                0.02527,                 2.4514,                 3.0948,                 2.9966,               0.001208,               0.001208,               0.001208
                     43,                 2.5761,                 2.8909,                 2.9745,                0.38488,                0.30435,                0.18548,                0.03926,                 2.4499,                  3.092,                 3.0222,              0.0011882,              0.0011882,              0.0011882
                     44,                 2.6512,                 2.9309,                 2.9799,                0.15134,                0.21739,                0.11974,                0.03019,                  2.349,                 3.2761,                 2.9357,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.5173,                  2.888,                 2.8916,                0.11966,                0.26087,                 0.1022,                0.02936,                 2.3784,                 3.4183,                 2.9508,              0.0011486,              0.0011486,              0.0011486
                     46,                 2.4627,                 2.8582,                 2.9097,                0.13449,                0.30435,                0.13242,                0.03707,                 2.3857,                 3.5927,                 2.9475,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.5091,                 2.8494,                 2.9202,                0.14749,                0.30435,                0.12255,                0.03273,                 2.3715,                 3.5576,                 2.8847,               0.001109,               0.001109,               0.001109
                     48,                 2.5057,                 2.7979,                 2.9164,                0.11565,                0.30435,                0.10754,                 0.0309,                 2.4887,                 3.0796,                 2.9347,              0.0010892,              0.0010892,              0.0010892
                     49,                 2.5219,                 2.8445,                 2.9247,                0.20811,                 0.3913,                0.20124,                0.04851,                 2.4442,                 2.9868,                   2.96,              0.0010694,              0.0010694,              0.0010694
                     50,                 2.4898,                 2.8464,                 2.8593,                0.23747,                0.26087,                0.30114,                0.06801,                 2.5109,                 2.8704,                 2.9782,              0.0010496,              0.0010496,              0.0010496
                     51,                  2.437,                 2.7664,                 2.8346,                0.22564,                0.26087,                0.22678,                0.05741,                 2.5345,                 2.9284,                 2.9981,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.4432,                  2.793,                 2.8356,                0.15523,                0.26087,                0.09383,                0.02763,                 2.6348,                 3.3228,                 3.0962,                0.00101,                0.00101,                0.00101
                     53,                   2.39,                 2.8229,                 2.8426,                0.11806,                0.30435,                0.09134,                0.02398,                 2.6441,                 3.3608,                 3.1153,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.4048,                 2.8099,                 2.8372,                0.07165,                0.13043,                 0.1687,                0.02863,                 2.4564,                  3.153,                 2.9912,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.4679,                 2.7717,                 2.8667,                0.07474,                0.21739,                 0.1167,                0.02435,                 2.2911,                 3.1054,                 2.9149,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.4411,                 2.8054,                 2.8367,                0.35097,                0.25875,                0.27156,                0.08211,                 2.2007,                 2.9199,                 2.7756,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.3764,                 2.7151,                 2.7635,                0.41037,                0.43478,                0.36275,                0.11084,                 2.2082,                 2.7993,                 2.8077,               0.000911,               0.000911,               0.000911
                     58,                 2.3466,                 2.7543,                 2.7952,                0.45006,                0.30435,                0.26696,                0.07052,                 2.3182,                  2.887,                 2.9571,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.3103,                 2.7145,                 2.7942,                0.36819,                0.30435,                 0.2794,                0.06701,                 2.2578,                 2.8952,                 2.9023,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.3284,                 2.7486,                 2.7943,                0.43173,                0.56522,                0.39496,                0.13026,                 2.1236,                 2.8965,                 2.7605,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.3716,                 2.6936,                 2.8369,                0.38662,                0.41151,                0.38959,                0.11718,                 2.1674,                 2.9026,                 2.7513,              0.0008318,              0.0008318,              0.0008318
                     62,                  2.332,                 2.7277,                 2.7323,                0.38874,                0.22147,                0.32153,                0.07749,                 2.0606,                 3.0199,                 2.8142,               0.000812,               0.000812,               0.000812
                     63,                 2.2979,                 2.7834,                 2.7503,                0.14624,                0.04348,                0.10013,                0.02558,                 2.1618,                 3.2014,                 2.9449,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.3021,                 2.7067,                 2.7554,                0.49325,                 0.1275,                 0.1939,                0.04947,                 2.2551,                 2.8777,                 2.9293,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.2936,                 2.7315,                 2.7157,                0.29183,                0.17391,                0.25251,                0.07885,                 2.2328,                 2.6921,                 2.8305,              0.0007526,              0.0007526,              0.0007526
                     66,                  2.241,                 2.6458,                  2.676,                0.16131,                 0.3913,                0.15852,                0.04624,                 2.2585,                 2.6921,                 2.8331,              0.0007328,              0.0007328,              0.0007328
                     67,                 2.2967,                 2.6962,                 2.7256,                0.21992,                0.47826,                0.24886,                0.06782,                 2.2902,                 2.6222,                 2.8577,               0.000713,               0.000713,               0.000713
                     68,                 2.2668,                 2.7477,                 2.7387,                0.35539,                0.40789,                0.32301,                 0.0741,                 2.2772,                 2.7456,                 2.8865,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.2813,                 2.6341,                 2.7439,                0.39235,                0.36543,                0.30559,                0.08447,                 2.0799,                 2.8475,                 2.7941,              0.0006734,              0.0006734,              0.0006734
                     70,                 2.3296,                 2.6806,                 2.7305,                0.14109,                0.13043,                0.14434,                0.03791,                 2.2671,                 3.1279,                 2.9327,              0.0006536,              0.0006536,              0.0006536
                     71,                 2.2804,                 2.7147,                 2.7393,                0.22061,                0.08696,                0.17308,                0.04395,                 2.3404,                 3.1897,                 2.9982,              0.0006338,              0.0006338,              0.0006338
                     72,                 2.3081,                 2.6414,                 2.7097,                 0.0595,                0.73913,                0.19981,                0.06925,                 2.1715,                 3.2037,                 2.8487,               0.000614,               0.000614,               0.000614
                     73,                 2.1953,                 2.6568,                 2.6712,                0.08749,                0.52174,                 0.1513,                  0.042,                 2.0213,                 3.0767,                 2.7171,              0.0005942,              0.0005942,              0.0005942
                     74,                 2.2974,                 2.6059,                 2.6949,                0.25239,                0.29387,                0.30745,                0.07721,                  1.937,                 2.9393,                 2.6735,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.2039,                 2.6569,                 2.6822,                0.29637,                0.26087,                0.32505,                0.08712,                 2.0467,                 2.9306,                 2.7691,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.2226,                 2.5915,                 2.6408,                0.31993,                0.26087,                0.28313,                0.07983,                 2.1418,                 2.8871,                 2.8339,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.1893,                 2.6026,                 2.6084,                0.30101,                0.26087,                0.26123,                0.07034,                 2.1412,                 2.8816,                 2.8404,               0.000515,               0.000515,               0.000515
                     78,                 2.1697,                 2.6497,                 2.6093,                0.14346,                0.26087,                0.11217,                0.02849,                 2.1409,                 3.0748,                 2.8683,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.2026,                 2.6657,                 2.6474,                0.13765,                0.30435,                0.11143,                0.02828,                   2.11,                 3.0566,                  2.846,              0.0004754,              0.0004754,              0.0004754
                     80,                 2.2212,                  2.639,                 2.6046,                 0.1904,                0.30435,                0.18611,                0.04904,                 2.1584,                 2.9093,                  2.816,              0.0004556,              0.0004556,              0.0004556
                     81,                  2.147,                 2.5771,                 2.5958,                0.24039,                0.30435,                0.24382,                 0.0756,                 2.1478,                 2.8656,                 2.8143,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.1793,                 2.6252,                 2.6294,                0.28025,                0.26087,                0.30207,                0.06849,                 2.1738,                 2.9214,                  2.855,               0.000416,               0.000416,               0.000416
                     83,                 2.2034,                 2.6613,                 2.6103,                0.19449,                0.43478,                0.22672,                0.04107,                 2.1449,                   3.01,                 2.8413,              0.0003962,              0.0003962,              0.0003962
                     84,                 2.1164,                 2.6995,                 2.6136,                0.10433,                0.26087,                0.08771,                0.02059,                 2.1508,                 3.1742,                 2.9139,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.1281,                 2.5871,                 2.6243,                 0.1177,                0.30435,                0.09412,                0.02385,                 2.1014,                 3.1257,                 2.8808,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.0982,                 2.5683,                 2.5739,                0.13024,                0.30435,                0.12338,                0.03582,                 2.0852,                 3.0161,                 2.8438,              0.0003368,              0.0003368,              0.0003368
                     87,                  2.112,                 2.5226,                 2.5882,                 0.1248,                0.52174,                0.14776,                0.04042,                 2.0896,                 2.9507,                 2.8168,               0.000317,               0.000317,               0.000317
                     88,                 2.1196,                 2.5748,                 2.5793,                0.14223,                 0.3913,                0.14554,                0.04619,                  2.129,                 2.8941,                 2.8256,              0.0002972,              0.0002972,              0.0002972
                     89,                 2.1176,                 2.6146,                 2.5774,                0.16666,                0.34783,                0.18408,                0.05952,                 2.1163,                 2.9117,                 2.8329,              0.0002774,              0.0002774,              0.0002774
                     90,                  2.078,                 2.5468,                 2.5535,                0.26448,                0.34783,                0.23473,                0.07841,                 2.0315,                 2.9474,                 2.8121,              0.0002576,              0.0002576,              0.0002576
                     91,                 2.0453,                  2.766,                 2.5719,                0.17395,                0.17391,                0.21281,                0.07605,                 2.0175,                 2.9709,                 2.8299,              0.0002378,              0.0002378,              0.0002378
                     92,                 2.0463,                 2.7032,                 2.5294,                0.06618,                0.13043,                 0.1252,                0.05515,                  1.995,                 3.1035,                 2.8731,               0.000218,               0.000218,               0.000218
                     93,                 2.0193,                 2.6534,                  2.517,                0.09058,                0.21739,                0.10535,                0.04263,                 1.9886,                 3.1984,                 2.9045,              0.0001982,              0.0001982,              0.0001982
                     94,                 2.0424,                 2.7668,                  2.539,                0.07885,                0.21739,                0.09398,                  0.039,                 1.9676,                 3.2824,                  2.904,              0.0001784,              0.0001784,              0.0001784
                     95,                 2.0064,                 2.7199,                 2.5281,                0.06506,                0.21739,                0.09654,                 0.0386,                  1.967,                 3.2628,                 2.8882,              0.0001586,              0.0001586,              0.0001586
                     96,                 2.0261,                 2.5968,                 2.5396,                0.06251,                0.26087,                0.10576,                0.04146,                 1.9448,                 3.1863,                 2.8312,              0.0001388,              0.0001388,              0.0001388
                     97,                 2.0061,                 2.6856,                 2.5052,                0.06272,                0.26087,                0.11934,                0.04523,                  1.913,                 3.1193,                 2.7779,               0.000119,               0.000119,               0.000119
                     98,                 1.9955,                 2.6477,                 2.5451,                0.09035,                0.37151,                0.09386,                0.03659,                   1.89,                 3.0002,                 2.7065,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 1.9752,                 2.6023,                 2.5074,                0.10699,                0.47826,                0.09932,                0.03918,                  1.889,                 2.9546,                 2.6938,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                 1.9764,                 2.6247,                  2.505,                0.11453,                0.36002,                 0.1199,                0.04265,                 1.8787,                  2.893,                 2.6504,               5.96e-05,               5.96e-05,               5.96e-05
